track_title,valence,lyrics,album_yr
Am I Wrong ,0.68,"am i wrong, fallin' in love with you
tell me am i wrong
while your other man was out there
cheatin' and lyin', steppin' all over you

the world’s goin’ crazy
how about you how bout ya
you think it is okay
i don’t think it’s that okay
have ears but don’t listen
have eyes but don’t see
fish live in all our hearts
its name is selfish, selfish
we’re all dogs, pigs, become dogs because we’re angry
stork vs crow-tit warring errday
crazy world yeah
makes us crazy yeah
that’s right we’re all crazy
all right now give a shout
mayday mayday

it seems like the entire world has gone crazy
seems like the end
oh why oh why
oh why oh why
oh why why why why
oh my god

am i wrong
did i say something wrong?
did i lie?
going crazy (gone crazy gone crazy)
crazy (gone crazy gone crazy)
am i wrong
am i wrong
where am i going
the world’s going crazy

are you ready for this
are you ready for this
are you ready for this
no, i'm not

that’s right kid you gone crazy
the fact that you’re not crazy in a crazy world is crazy
the earth and sky and all around (hell yeah)
online offline (hell yeah)

if what you see on the news is nothing to you
if that comment is nothing to you
if that hatred is nothing to you
you’re not normal, you’re abnormal

it seems like the entire world has gone crazy
seems like the end
oh why oh why
oh why oh why
oh why why why why
oh my god

am i wrong
did i say something wrong?
am i wrong
did i lie?
going crazy (gone crazy gone crazy)
crazy (gone crazy gone crazy)
am i wrong (am i wrong)
am i wrong (am i wrong)
where am i going
the world’s going crazy
though i walk this crazy world’s path
i still want to live longer
i want to find it, my faith

am i wrong
did i say something wrong?
did i lie?
going crazy (gone crazy gone crazy)
crazy (gone crazy gone crazy)
am i wrong
am i wrong
where am i going
the world’s going crazy

are you ready for this
are you ready for this
are you ready for this",2016
21세기 소녀 (21st Century Girl),0.762,"you worth it you perfect
deserve it just work it
you look elegant, elegant
also you’re pretty, pretty
you shine, shine
you’re the truth and the reason

if anyone keeps insulting you, insulting you
tell em you’re my lady
go tell them, tell them
whatever other people say
whatever this world tells you
you’re the best to me just the way you are

don’t ever be scared
whatever people say, you’re okay alright
you are strong
you say yes or no yes or no

to the 20th century girls
live your life
live your life come on baby
to the 21st century girls
you don’t mind
you don’t mind that new lady

tell them that you’re strong
tell them you’re enough
let you go let you go let you go
let it go oh

all my ladies put your hands up
21st century girl
hands up
all my ladies put your hands up
now scream

you pass by, the guys say
oh yeah what is she, who is she
they go out of their mind, the girls say
oh what is he, who is he

oh bae don’t lower yourself
okay don’t set yourself to them
you’re mine
you’re beautiful enough
don’t worry don’t worry
baby you’re beautiful
you you you

to the 20th century girls
live your life
live your life come on baby
to the 21st century girls
you don’t mind
you don’t mind that new lady

tell them you’re strong
tell them you’re enough
let you go let you go let you go
let it go oh

all my ladies put your hands up
21st century girl
hands up
all my ladies put your hands up
now scream

everybody wanna love you
everybody gonna love you
don’t worry about anything else

everybody wanna love you bae
everybody gonna love you bae
you deserve to be loved

all my ladies put your hands up
21st century girl
hands up
all my ladies put your hands up
now scream

all my ladies put your hands up
21st century girl
hands up
all my ladies put your hands up
now scream",2016
둘! 셋! (그래도 좋은 날이 더 많기를) [2! 3! (Still Wishing For More Good Days)],0.599,"been trying to tell you this
i was supposed to tell you this
this is all for you

let’s only walk on flower trails
i can’t say that
let’s only see good things
i can’t say that either
saying that there will only be good things from now on
saying that you won’t get hurt
i can’t say that
i can’t lie like that

""because you’re all idols
it sucks even if i don’t hear it
i don’t like your lyrics
i can already imagine the performance
because you don’t have power, you would certainly
have done dirty deeds in the past
observing how you act
soon you’ll cease to exist.""
(thank you so much)
because of your inferiority complex
i was able to prove myself something
i wasn’t able to do when in high school
hands clapping, yes, keep on going, keep on going
we’ll be happy by ourselves
good, yeah, i’m good

it’s okay come on when i say one two three forget it
erase all sad memories hold my hand and smile

it’s okay, come on when i say one, two, three forget it
erase all sad memories
smile holding onto each other’s hands

hoping for more good days
if you believe what i say then one, two, three (one two three)
if you believe then one, two, three (one two three)

hoping for more good days
if you believe me then one, two, three(one two three)
if you believe then one, two, three (one two three)
hoping that everything will change when we say

1, 2, 3
hoping that everything will change
for a better day
because we are together

me, a shadow behind the stage
me, in the depth of darkness
i didn’t want to show everything, including my pain
but because i’m still unaccustomed
i just wanted to make you smile
i wanted to do good
so thanks
for believing in someone like me
for dealing with these tears and wounds
so thanks
for becoming my light
for becoming the flower in the most beautiful moment in life

it’s okay, come on when i say one, two, three forget it
erase all sad memories, hold my hand and smile

it’s okay, come on when i say one, two, three forget it
erase all sad memories
smile holding onto each other’s hands

hoping for more good days
if you believe what i say then one, two, three
if you believe then one, two, three

hoping for more good days
if you believe what i say then one, two, three
if you believe then one, two, three

if you believe then 1, 2, 3
if you believe then 1, 2, 3
if you believe then 1, 2, 3
if you believe then 2, 3 say

it’s okay, come on when i say one, two, threeforget it
erase all sad memories, hold my hand and smile
it’s okay, come on when i say one, two, three forget it
erase all sad memories
smile holding onto each other’s hands
hoping for more good days
if you believe what i say then one, two, three
if you believe then one, two, three
hoping for more good days
if you believe what i say then one, two, three
if you believe then one, two, three
it’s okay, come on when i say one, two, three forget it
erase all sad memories hold my hand and smile
it’s okay, come on when i say one, two, three forget it
erase all sad memories
smile holding onto each other’s hands
it’s okay, come on when i say one, two, three forget it
erase all sad memories
smile holding onto each other’s hands",2016
봄날 (Spring Day) ,0.46,"miss you
saying this makes me miss you even more
miss you
even though i’m looking at your photo
time’s so cruel, i hate us
seeing each other for once is now so hard between us

it’s all winter here, even in august
my heart is running on the time
alone on the snowpiercer
wanna get to the other side of the earth, holding your hand
wanna put an end to this winter
how much longing should we see snowing down
to have the days of spring, friend

like the tiny dust, tiny dust floating in the air
will i get to you a little faster
if i was the snow in the air

snowflakes fall down
and get farther away little by little
i miss you (i miss you)
i miss you (i miss you)
how long do i have to wait
and how many sleepless nights do i have to spend
to see you (to see you)
to meet you (to meet you)

passing by the edge of the cold winter
until the days of spring
until the days of flower blossoms
please stay, please stay there a little longer

is it you who changed (is it you who changed)
or is it me (or is it me)
i hate this moment, this time flowing by
we are changed you know
just like everyone you know

yes i hate you, you left me
but i never stopped thinking about you, not even a day
honestly i miss you, but i’ll erase you
'cause it hurts less than to blame you

i try to exhale you in pain
like smoke, like white smoke
i say that i’ll erase you
but i can’t really let you go yet

snowflakes fall down
and get farther away little by little
i miss you (i miss you)
i miss you (i miss you)
how long do i have to wait
and how many sleepless nights do i have to spend
to see you (to see you)
to meet you (to meet you)

you know it all
you’re my best friend
the morning will come again
no darkness, no season is eternal

maybe it’s cherry blossoms
and this winter will be over
i miss you (i miss you)
i miss you (i miss you)
wait a little bit, just a few more nights
i’ll be there to see you (i'll go there to meet you)
i’ll come for you (i'll come for you)

passing by the edge of the cold winter
until the days of spring
until the days of flower blossoms
please stay, please stay there a little longer",2017
Not Today ,0.665,"all the underdogs in the world
a day may come when we lose
but it is not today
today we fight

no, not today
flowers wither eventually
but no, not today
today is not that day
no no, not today
not yet a day to die
too good day
no no, not today
no no no, not today

yeah we are extra
but still part of this world
extra + ordinary
that’s nothing at all
we won’t ever die today
light shines through the darkness
it wants a new world and you
oh baby yes i want it

if you can’t fly, then run
today we will survive
if you can’t run, then walk
today we will survive
if you can’t walk, then crawl
even if you have to crawl, gear up
aim your gun! ready! fire!

not not today! not not today!
hey crow-tits everyone hands up
hey friends everyone hands up
hey if you believe me hands up
gun! ready! fire!

don’t die, don’t ask, scream
not not today
don’t kneel, don’t cry, raise your hands
not not today
hey not not today
hey not not today
hey not not today
gun! ready! fire!

too hot, success is doublin’
too hot tumbling in the charts
too high we on trampoline
too high someone stop us

we couldn’t fail
because we believed in each other
what you say yeah
not today yeah
we will never die today yeah

i believe in you by my side
together we won’t die
i believe in you by my side
together we won’t die
i believe in the word together
i believe in bts
aim your gun! ready! fire!

not not today! not not today!
hey crow-tits everyone hands up
hey friends everyone hands up
hey if you believe me hands up
gun! ready! fire!

don’t die, don’t ask, scream
not not today
don’t kneel, don’t cry, raise your hands
not not today
hey not not today
hey not not today
hey not not today
gun! ready! fire!

throw it up! throw it up!
forget about the fear in your eyes
break it up! break it up!
break the glass ceiling that cages you
turn it up! (turn it up!)
burn it up! (burn it up!)
until the day of victory (fight!)
don’t kneel, don’t collapse
that’s (do) not today!

not not today! not not today!
hey crow-tits everyone hands up
hey friends everyone hands up
hey if you believe me hands up
gun! ready! fire!

don’t die, don’t ask, scream
not not today
don’t kneel, don’t cry, raise your hands
not not today
hey not not today
hey not not today
hey not not today
gun! ready! aim!",2017
Outro: Wings ,0.659,"take me to the sky
put your hands up to the sky
yeah, if you feelin’ the vibe
uh, if you’re ready to fly
yo j, let’s do it

i remember my childhood
because i had no big worries
i knew these small feathers would become wings
i knew the wings would make me fly
i had that faith
along with laughter

(like a bird)
i went on the road that i was told not to go
i did things i was told not to do
i wanted things i couldn’t want
i got hurt and hurt again
you can call me stupid
then i’ll just smile
i don’t wanna succeed
by doing things i don’t wanna do
i’m pushing myself
word

i believe in myself
my back hurting is for my wings to come out
i believe in you, even if things are bleak right now
the end will be great
fly, fly up in the sky
fly, fly get ’em up high
it’s the path you chose, dude don’t be scared
this is just the first flight

take me to the sky
if i can fly
if i can run away forever
if my wings could fly
piercing through the air that’s getting heavier
flying, flying
higher than higher than
higher than the sky
flying, flying
with my reddened wings

spread spread spread my wings
la la la la la la, la la la la la la
spread spread spread my wings
la la la la la la, la la la la la la
wings are made to fly fly fly
fly fly fly
if my wings could fly

now i know
i’m breaking up with regretting with age
i made a decision
i will have unconditional trust
it’s time to be brave
i’m not afraid
because i believe
because i’m different from before
i won’t cry on my path
i won’t hang my head low
that is the sky
and i’ll be flying there, fly

spread spread spread my wings
la la la la la la, la la la la la la
spread spread spread my wings
la la la la la la, la la la la la la
wings are made to fly fly fly
fly fly fly
if my wings could fly",2017
A Supplementary Story: You Never Walk Alone ,0.59,"hey, why does god always
make us feel lonely
oh no no no no no no
yeah, even if we're covered in scars
we can smile if we’re together
at the end of this road you walk alone
will you step on it, whatever there may be
sometimes we may get tired or sick
that’s okay, i am by your side
if you and i are together
we can smile

i want to fly though i have no wings
but your hands become my wings
i want to forget the dark and lonely things
together with you
these wings sprouted from my pain
but these wings are going towards the light
even if it's tiring and painful, i will fly if i can
will you hold my hand
so that i won’t be afraid anymore?
if you and i are together
i can smile

this is the path i chose
and even if they say it's fate
because i created all of this
even if they say it's the price
i must pay for this life
will you walk with me?
will you fly with me?
to the edge of the sky
so i can touch your hand
even if it hurts like this
if you and i are together
i can smile

ayy i never walk alone
i can feel the warmth in your hand that i’m holding
ayy you never walk alone
feel me, you're not alone either
come on crawl, crawl,crawl
crawl it, like it like that
baby walk, walk, walk
walk it, like it like that
baby run, run, run
run it, like it like that
baby fly, fly, fly
fly it, like it like that
this road may be long and rough but
will you stay with me?
we may fall and sometimes get hurt but
will you stay with me?
ayy i never walk alone
if you and i are together, we can smile
ayy you never walk alone
if you and i are together, we can smile
if you and i are together, we can smile",2017
DNA ,0.687,"at first sight, i could recognize you
as if we were calling for each other
the dna in my blood vessels tell me
that it’s you i was looking all over for

our meeting is like a mathematical formula
commandments of religion, providence of the universe;
the evidence of destiny given to me
you’re the source of my dream
take it, take it
my hand reaching out to you is my chosen fate

don’t worry, love
none of this is a coincidence
we’re totally different, baby
because we’re the two who found our destiny

from the day of the universe’s creation and beyond
through the infinite centuries and beyond
in the previous life and maybe the next too
we’re eternally together

none of this is a coincidence
because we’re the two who found our destiny
dna

i want it this love i want it real love
i only focus on you
you steer me a little harder
the dna of the genesis wants you
this is inevitable, i love us
we are the only true lovers

every time i see her, i freak out
surprisingly, i keep gasping and it’s weird, maybe
this is the emotion they call love
because from the very beginning, my heart runs to you

don’t worry, love
none of this is a coincidence
we’re totally different, baby
because we’re the two who found our destiny

from the day of the universe’s creation and beyond
through the infinite centuries and beyond
in the previous life and maybe the next too
we’re eternally together

none of this is a coincidence
because we’re the two who found our destiny
dna

don’t look back
because we're the two who found our destiny
don’t regret it, baby
because we're forever
forever
forever
forever
forever
we are together

don’t worry, love
none of this is a coincidence
we’re totally different, baby
because we’re the two who found our destiny

la la la la la
la la la la la
because it’s not a coincidence
la la la la la
la la la la la
because it’s not a coincidence
dna",2017
Best of Me ,0.473,"when you say that you love me
i walk above the clouds
tell me about eternity just one more time
when you say that you love me
all i need is that one phrase
that you’ll never change, just one more time

you're like the whole world to me
hug me harder and more painfully
that something that we shared
and you can’t make it nothing
i hope you don’t forget
that you’re my

day by day
summer, winter
even if you don’t know

you got the best of me
you got the best of me
so please just don’t leave me
you got the best of me

even though i haven't seen my limits
but if it exists, it's probably you
i wanted to be the tender waves
but why didn’t i know you were the sea?
what do i do?
i speak with your language
and i breathe in your air
i’ll be you, i'll be in your grasp
as i kiss your sword

so take my hand right now
i don't believe that i'm like this
the words i've said to myself a million times
please, don’t leave me
you got the best of me
you got the best of me
it's not important if it's a dream or reality
only the fact that you're by my side
thanks

day by day
summer, winter
even if you may be unaware

you got the best of me
you got the best of me
so please just don’t leave me
you got the best of me

you’re my savior, you’re my window
all i need is you
you got the best of me
i need you
so please just don’t leave me
you got the best of me

i used to rain
i used to snow
i stop all the misfortune
and i bring the heavens
don't speak of it so lightly
there's no me without you
you’re the best of me
the best of me

you just give me the confidence within myself
that's all i wanted
there may not be rules between us
but the way to love exists
who got the best of me?
who got the best of me?
no one knows but i know me
you are my best master

you got the best of me
you got the best of me
so please just don’t leave me
you got the best of me

you’re my savior, you’re my window
all i need is you
you got the best of me
i need you
so please just don’t leave me
you got the best of me

when you say that you love me
i walk above the clouds
tell me of eternity, just one more time
when you say that you love me
all i need is that one phrase
that you’ll never change, just one more time",2017
보조개 (​Dimple) ,0.653,"you hide but only appear when you smile
where did you come from?
don’t lie, i know you’re an angel
what are you?

but you
that smile is so cruel
cruel
i shouldn’t have seen that cheek
you
what’s really dangerous
is only in your possession

that dimple is illegal ille~gal
no, it’s dangerous, oh yes
so i call you illegirl ille~girl
your existence alone is a crime
was it a mistake made by an angel?
or a deep kiss?
that dimple is illegal ille~gal
but i want it anyway anyway anyway

i don’t have it, only you have it
is that why it’s so hard?
i wanna die fallen in you, i wanna die locked in you
you are my lake

cause you
when you smile, i get dizzy
true
please be careful
you
what’s really dangerous
is only in your possession

that dimple is illegal ille~gal
no, it’s dangerous, oh yes
so i call you illegirl ille~girl
your existence alone is a crime
was it a mistake made by an angel?
or a deep kiss?
that dimple is illegal ille~gal
but i want it anyway anyway anyway

every time i see you, my heart gets dangerous
every time i see you, it gets more dangerous
oh baby no hey
oh baby no hey
you’re too dangerous to live in this world

that dimple is illegal ille~gal
no, it’s dangerous, oh yes
so i call you illegirl ille~girl
your existence alone is a crime
was it a mistake made by an angel?
or a deep kiss?
that dimple is illegal ille~gal
but i want it anyway anyway anyway

ille~gal
ille~gal
but i want it anyway anyway anyway",2017
Pied Piper ,0.776,"it’s bad so it’s better
you know on the inside
you can’t stop it now (you can’t stop)
so be honest with me

stop
now stop watching and study for your test
your parents and boss hate me
video clips, pictures, tweets
v app, bon voyage
i know, you can’t help what you like
but stop, interpret the music video later
you have so many pictures of me in your room anyway
it’s not just one hour, it’s a whole year that’ll disappear
so this song is an award i’m giving to you

you’re not being punished
come here, i’m your paradise
can’t close your eyes
can’t close your eyes
you can throw a fit but it’s no use
(don’t reject me)
just close your eyes, tune your ears

follow the sound of the pipe, follow this song
it’s a bit dangerous but i’m so sweet
i’m here to save you, i’m here to ruin you
you called me, see? i’m so sweet
follow the sound of the pipe
i’m takin’ over you
i’m takin’ over you

you know that it’s already begun
the moment you hear that sound
maybe i’m a bit dangerous
like the pied piper
i’m testing you
like the fruit from the tree of good and evil**

my pipe awakens everything
that sound burns you up even more
you’re pulled by it, you react
i’m endlessly blowing
i’m your guilty pleasure
you can’t escape
never

you’re not being punished
come here, i’m your paradise
can’t close your eyes
can’t close your eyes
you can throw a fit but it’s no use
(don’t reject me)
just close your eyes, tune your ears

follow the sound of the pipe, follow this song
it’s a bit dangerous but i’m so sweet
i’m here to save you, i’m here to ruin you
you called me, see? i’m so sweet
follow the sound of the pipe

yeah, i’m a bit dangerous
i can’t even handle myself
don’t worry, my hands
they’re only warm for you

if i’m ruining you right now
please forgive me
because you can’t live without me
because you know all of this
i’m takin’ over you
i’m takin’ over you",2017
MIC Drop ,0.541,"yeah, who said my spoon is dirty?
i don’t care, when i grab the mic, i have several gold spoons
several uncooked steaks over there make me mad
once again, i’ll chew you all up, on the night of the stars
center of world business
first on the recruitment list, sold out
this class is not common, enjoy this value
bad odors with good scents are against the rules
mic mic bungee

mic mic bungee
bright lights, going forward
you thought i was gonna fail but i’m fine, sorry
sorry, ""billboard""
sorry, ""worldwide""
sorry mom, your son’s too hot
i’m being a good son in place of you
no cons in our concerts
i do it, i do it, you’re a tasteless ratatouille
if you’re jealous, sue me
sue it

did you see my bag
did you see my bag
my bag’s filled with trophies
how you think bout that
how you think bout that
haters are already giving up
my success is already so golden
i’m so firin’ firin’ like a torchbearer
you’re rushing to run away
how you dare
how you dare
how you dare

so many trophies in my hands
too heavy, my hands aren’t enough (turn it up now!)
mic drop
mic drop
careful of your feet
careful of what you say
lodi dodi, i’m so busy
too busy, my one body isn’t enough (turn it up now!)
mic drop
mic drop
careful of your feet
careful of what you say

this is the the exact saying
right will prevail in the end
once upon a time
aesop’s fables fly
look at your reality, too bad
even if i die now, i’m damn happy
which country are we going to this time?
spending hours on a plane
yeah i’m on the mountain
yeah i’m on the bay
total exhaustion on the stage
mic drop baam

did you see my bag
did you see my bag
my bag’s filled with trophies
how you think bout that
how you think bout that
haters are already giving up
so many trophies in my hands
too heavy, my hands aren’t enough
mic drop
mic drop
careful of your feet
careful of what you say

so many trophies in my hands
too heavy, my hands aren’t enough
mic drop
mic drop
careful of your feet
careful of what you say
lodi dodi, i’m so busy
too busy, my one body isn’t enough
mic drop
mic drop
careful of your feet
careful of what you say

haters gon’ hate
players gon’ play
live a life. man
good luck

no need to see each other ever again, this is my last goodbye
nothing more left to say, don’t even apologize
no need to see each other ever again, this is my last goodbye
nothing more left to say, don’t even apologize
look closely, look at your pathetic self
we shoot up just like coca-cola
your corneas will be so shocked
cause we’re just so cool",2017
고민보다 Go (Go Go) ,0.759,"dollar dollar
squandering it all in one day
run, run, i make and waste my own money
run, run, run, run
run, run

i want to be cruisin’ on the bay
i want to be cruisin’ like nemo
no money but i wanna go far away
i don’t have money but i wanna relax
no money but i wanna eat jiro ono’s sushi

worked hard to get my pay
gonna spend it all on my stomach
pinching pennies to spend it all on wasting it
leave me be, even if i overspend
even if i break apart my savings tomorrow
like a crazy guy

woo there’s no tomorrow
there’s already a mortgage on my future
woo spending my money even more
friends, wussup
do you want some?

dollar dollar
squandering it all in one day
run, run, man i spend it like some party
dollar dollar
till the sun shines through this mouse hole
till the sun comes up

yolo yolo yolo yo
yolo yolo yo
squandering fun, squandering fun, squandering fun
yolo yolo yolo yo
where my money yah
squandering fun, squandering fun, squandering fun
yolo yolo yolo yo
yolo yolo yo
squandering fun, squandering fun, squandering fun
yolo yolo yolo yo
where the party yah
squandering fun, squandering fun, squandering fun

where my money yah?
where the party yah?
my week goes monday, tuesday, wednesday, thursday, gold gold gold gold
my bank account is a pot with no bottom
every day, i’m pouring water into it
just break it apart
we’re too young to just worry
for today, just go instead of worrying
if you get scared and say you’re saving, it becomes poop
so rub it all around

dollar dollar
squandering it all in one day
run, run, man i spend it like some party
dollar dollar
till the sun shines through this mouse hole
till the sun comes up

yolo yolo yolo yo
yolo yolo yo
squandering fun, squandering fun, squandering fun
yolo yolo yolo yo
where my money yah
squandering fun, squandering fun, squandering fun
yolo yolo yolo yo
yolo yolo yo
squandering fun, squandering fun, squandering fun
yolo yolo yolo yo
where the party yah
squandering fun, squandering fun, squandering fun

just go instead of worrying
just go instead of worrying
just go instead of worrying (everybody!)
just go instead of worrying
just go instead of worrying
just go instead of worrying (everybody!)

just go instead of worrying
just go instead of worrying
just go instead of worrying (everybody!)
just go instead of worrying
just go instead of worrying
just go instead of worrying (everybody!)

just go instead of worrying
just go instead of worrying
just go instead of worrying (everybody!)
just go instead of worrying
just go instead of worrying
just go instead of worrying (everybody!)",2017
Fake Love ,0.344,"for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can’t be bloomed in a dream that can’t come true

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love

i wanna be a good man, just for you
i gave the world, just for you
i changed everything, just for you
but i don't know me, who are you?
the forest just for us, you weren’t there
the route i took, i forgot
i even became quite unsure of who i was
try babbling into the mirror, who the hell are you?

for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can’t be bloomed in a dream that can’t come true

love you so bad, love you so bad
mold a pretty lie for you
love it’s so mad, love it’s so mad
try to erase myself and make me your doll
love you so bad, love you so bad
mold a pretty lie for you
love it’s so mad, love it’s so mad
try to erase myself and make me your doll

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love

why you sad? i don’t know. i don’t know
smile, say 'i love you'
look at me, even i gave up on myself
even you can’t understand me
you say i’m unfamiliar, changed into the one you used to like
you say i’m not myself which you knew well
no? what do you mean no? i’m blind
love? what the heck is love? it’s all fake love

woo, i dunno, i dunno, i dunno why
woo, even i, even i don’t know myself
woo, i just know, i just know, i just know why
cuz it’s all fake love, fake love, fake love

love you so bad, love you so bad
mold a pretty lie for you
love it’s so mad, love it’s so mad
try to erase myself and make me your doll
love you so bad, love you so bad
mold a pretty lie for you
love it’s so mad, love it’s so mad
try to erase myself and make me your doll

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love

for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can’t be bloomed in a dream that can’t come true",2018
전하지 못한 진심 (The Truth Untold) ,0.169,"full of loneliness
this garden bloomed
full of thorns
i bind myself in this sand castle

what is your name
do you have a place to go
oh could you tell me?
i saw you hiding in this garden

and i know
all of your warmth is real
the blue flower your hand was picking
i want to hold it but

it’s my fate
don’t smile to me
lie to me
because i can’t get closer to you
there’s no name you can call me

you know that i can’t
show you me
give you me
i can’t show you a ruined part of myself
once again i put a mask on and go to see you
but i still want you

bloomed in a garden of loneliness
a flower that resembles you
i wanted to give it to you
after i take off this foolish mask

but i know
i can't do that forever
i have to hide
because i'm a monster

i am afraid
i am shattered
i’m so afraid
that you will leave me again in the end
once again i put on a mask and go to see you

the only thing i can do
in the garden
in this world
is to bloom a pretty flower that resembles you
and to breathe as the me that you know
but i still want you
i still want you

maybe back then
a little
just this much
if i had the courage to stand before you
would everything be different now

i'm crying
that’s disappeared
that’s fallen
left alone in this sandcastle
looking at this broken mask

and i still want you
but i still want you
but i still want you
and i still want you",2018
134340,0.65,"if only i could, i wanted to ask you
why did you do that back then? why did you kick me out?
without a name to myself, i still revolve around you
our goodbye is colorless, that unchanging color

there’s no name allowed for me
i, too, used to be your star
you must feel nice to be the light
all i did was to receive you
what meaning is left of the fallen planet’s remaining life
i’ll receive it til i die, your stifling stare
i still orbit you, and nothing’s changed
if love has no name, everything has changed
could it be really that you’ve found eris
tell me, how am i not as good as that moon
us is the plural form of u
maybe i wasn’t there from the start
someday, you’ll also understand my words
my seasons were always you
my cold heart is 248 degrees below zero
it stopped the day you erased me
damn

i’m just orbiting you
(i missed you, i lost you)
i’m just going in circles
(you erased me, you forgot me)

i once belonged in a world under the sun
(the song paused, the song stopped)
a smoky layer of mist in the heart of the stars
(you erased me, you forgot me)

it’s not much different from yesterday ay
same old days, except you’re not here
we were together just up until yesterday ay
but it’s to the point where it’s scary, same days but no you
i’ll be honest, even up until one year without you
i was fine, i didn’t have any feelings left
the last day i had forgotten
i don’t even remember your scent
but wait, i’ve smelled this perfume somewhere, ay
just when my memory was about to come back
i turned my head around and saw you
you’re smiling brightly, but beside you there’s
ah (hello?) hello
how are you? i’m doing okay
unlike my heart, that feels like it’ll explode
the temperature right now is -248 degrees

i’m just orbiting you
(i missed you, i lost you)
i’m just going in circles
(you erased me, you forgot me)

i once belonged in a world under the sun
(the song paused, the song stopped)
a smoky layer of mist in the heart of the stars
(you erased me, you forgot me)

i’m just orbiting you
(beyond the fog, i watch you as you continue to smile
without you or anything
there’s no meaning to my irregular orbit)
i’m just going in circles
(i’m just a hard number to remember
and the pluto of darkness
but i’ll continue to orbit around you forever, damn)

i’m just orbiting you
(i missed you, i lost you)
i’m just going in circles
(you erased me, you forgot me)

i once belonged in a world under the sun
(the song paused, the song stopped)
a smoky layer of mist in the heart of the stars
(you erased me, you forgot me)",2018
 낙원 (Paradise),0.929,"marathon marathon
life’s long so take it slow
42.195
the end is filled with a paradise of dreams

but the real world is
different from what’s promised
we need to run, we need to step on it
if you shoot a flare
you don’t have a destination
there’s no sceneries at all
until your breath comes up to your chin
you need to you need to

it’s alright to stop
there’s no need to run without even knowing the reason
it’s alright to not have a dream
if you have moments where you feel happiness for a while
it’s alright to stop
now we don’t run without knowing the destination
it’s alright to not have a dream
all the breaths you breathe are already in paradise

we borrow dreams from others (like a debt)
we learn that we need to become great (like a light)
your dream. is actually a burden
if having a future is the only dream existing
then what is the dream you had last night in your bed?
it’s alright if the name of the dream is different
be it buying a laptop next month
or just eating and sleeping
not doing anything at all yet still having a lot of money
who says a dream must be something grand
just become anybody
we deserve a life
whatever big or small, you are you after all

but the real world is
different from what’s promised
we need to run, we need to step on it
if you shoot a flare
you don’t have a destination
there’s no sceneries at all
until your breath comes up to your chin
you need to you need to

it’s alright to stop
there’s no need to run without even knowing the reason
it’s alright to not have a dream
if you have moments where you feel happiness for a while
it’s alright to stop
now we don’t run without knowing the destination
it’s alright to not have a dream
all the breaths you breathe are already in paradise

i don’t have a dream
to dream is sometimes scary
to just live like this
to survive like this is a small dream to me
to have a dream, to grasp a dream
to breathe, is sometimes too much to handle
saying this person’s living like this, that person’s living like that
the world’s hurling at me

yeah
the world doesn’t have the right to swear
what is the way to dream a dream
since they never taught us that
in the made up dream, sleep-talk of tears
i wake you up from the nightmare for you
now let’s try to smile everyday, in that paradise

it’s alright to stop
now we don’t run without even knowing the destination
it’s alright to not have a dream
all the breaths you breathe are already in paradise

stop runnin’ for nothin’ my friend
now stop that foolish race
stop runnin’ for nothin’ my friend
all the breaths you breathe are already in paradise
stop runnin’ for nothin’ my friend
you don’t need something like a dream that everyone dreams
stop runnin’ for nothin’ my friend
every language that makes you, is already in paradise",2018
